Brand,Price,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Processor Speed Unit,Type,Width of the Display,Height of the Display,OS,Storage Type,Hard Drive Capacity,Hard Drive Capacity Unit,SSD Capacity,SSD Capacity Unit,Screen Size (inch),Ram Size,Ram Size Unit
lenovo,$95.00 ,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi,  Widescreen Display",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5 6th generation,2.4,GHz,notebook/laptop,1366,768,unknown,ssd,256,gb,256,gb,12.5,8,gb
lenovo,$220.00 ,black,"Bluetooth, Built-in Microphone, Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","professionally tested working. the unit shows minor cosmetic signs of wear and tear (scratches, scuffing, etc.). include an original ac adapter.",intel,intel core i5 8th generation,1.6,GHz,notebook/laptop,1920,1080,windows,ssd,512,gb,512,gb,14,16,gb
lenovo,$114.94 ,black,"Wi-Fi,  Widescreen Display,  Multi-Touch Trackpad,  Touchscreen,  Backlit Keyboard",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","charger not included. no software installed - hard drive is blank. the battery health is low and should be replaced soon. may include the following cosmetic issues: deep scratches on the housing, light marks on the screen from rubbing against the keyboard, light dents, small cracks in the housing, missing screws, or the stylus may be missing.",other,intel core i5 8th generation,1.7,GHz,notebook/laptop,1920,1080,unknown,unknown,,unknown,,tb,14,8,gb
dell,$82.00 ,other,"Backlit Keyboard, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","okay condition. does not come with original box. comes with oem charger. 100% factory reset to default settings | 100% functional | tested by in-house certified technician | professionally maintained | well packaged | genuine photos | buy with confidence | oem ac adapter | genuine windows license. horizontal line imprint on middle of lcd, small mark on top of lcd, some fade spots on keycaps such as the space bar, small stains around the keyboard lattice and keyboard keys, wear on touchpad and palmrest, scratching and some fading on lid, scratches on bottom panel. trackpad left click loose and mushy, but still functional.",intel,intel core i5 6th generation,2.4,GHz,notebook/laptop,1366,768,windows,ssd,0,gb,256,gb,14,8,gb
lenovo,$338.80 ,grey,"Touchscreen, Built-in Webcam, Wi-Fi, Built-in Microphone",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i3 11th generation,,unknown,notebook/laptop,1920,1080,windows,ssd,,unknown,256,gb,15.6,8,gb
other,$205.80 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$324.50 ,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$88.75 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$203.50 ,black,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$38.06 ,other,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$337.50 ,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$65.06 ,other,,Undefined,Undefined,undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
lg,$97.70 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
lg,$112.30 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,$410.50 ,other,"SIM slots, Touchscreen, Touch ID, Bluetooth, Webcam integrated, Wi-Fi, Player SD",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,1.99,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,480,gb,10.8,,gb
dell,$331.00 ,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,,unknown,notebook/laptop,1280,720,windows,unknown,,unknown,240,gb,14,,unknown
dell,$348.00 ,other,"10/100 LAN Card, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,480,gb,14,,gb
other,$107.20 ,black,,Undefined,Undefined,undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$347.20 ,other,,Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$92.30 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
auo,$91.75 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$28.52 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$8.70 ,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","grado-a -prima di acquistare leggere attentamente classificazione,caratteristiche condizioni cerchiamo di fornire piu informazioni possibili per paragonare i gradi degli oggetti in modo che possiate identificare il più possibile quello che state acquistandogli oggetti non comprendono caricatore,scatola o accessori almeno che non specificato",other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,$467.50 ,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,960,gb,14,,gb
dell,$281.80 ,other,"10/100 LAN Card,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,,unknown,14,,gb
other,$109.00 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$102.90 ,other,,Undefined,Undefined,undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$58.75 ,other,,Undefined,Undefined,undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$178.90 ,other,,Seller refurbished,"The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller's listing for full details.",undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
auo,$92.06 ,other,,Undefined,Undefined,undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,$323.80 ,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.7,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,240,gb,14,,gb
other,$423.50 ,other,"10/100 LAN Card,  Optical Drive,  Wi-Fi,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,3,GHz,notebook/laptop,1280,720,windows,ssd,,unknown,120,gb,15.6,,gb
other,$85.94 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
samsung,$69.94 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$7.61 ,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","grado-a -prima di acquistare leggere attentamente classificazione,caratteristiche condizioni cerchiamo di fornire piu informazioni possibili per paragonare i gradi degli oggetti in modo che possiate identificare il più possibile quello che state acquistandogli oggetti non comprendono caricatore,scatola o accessori almeno che non specificato",other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$21.94 ,other,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,intel pentium,,unknown,other,,,unknown,unknown,,unknown,,unknown,15,,unknown
other,$304.50 ,black,,Seller refurbished,"The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller's listing for full details.",undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$330.20 ,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,$334.80 ,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,2.6,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,240,gb,14,,gb
lenovo,$68.00 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel core i7 4th generation,,unknown,notebook/laptop,,,unknown,unknown,,unknown,,unknown,15.6,,unknown
lenovo,$330.00 ,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",great condition,other,intel core i7 8th generation,,unknown,other,,,unknown,ssd,,unknown,512,gb,15.6,16,gb
hp,$300.00 ,silver,"Built-in Webcam, Touchscreen",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",hp envy x360 15m-cn lcd screen assembly in good working condition. (not a full laptop).,other,undefined,,unknown,other,1920,1080,unknown,unknown,,unknown,,unknown,15.6,,unknown
other,$107.70 ,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",aliemtatatore non incluso,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,$375.00 ,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","c4 = used good (cosmetic blemishes include scratches and/or other surfaces imperfections from consistent use, but equipment is in good condition overall)",other,i7-10610u,,unknown,other,,,windows,ssd,,unknown,,unknown,14,32,gb
dell,$175.00 ,black,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","used very good - this product is in very good cosmetic condition and although there may be some light signs of use, the item has been fully tested and is in excellent working order.",intel,intel core i5 7th generation,2.6,GHz,notebook/laptop,1366,768,windows,ssd,256,gb,256,gb,12.5,16,gb
other,"$1,500.00 ",black,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,i5,,unknown,other,,,windows,unknown,,unknown,256,gb,14,8,gb
other,$198.00 ,blue,"Bluetooth,  Built-in Microphone,  Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","id#12560- this product is in ""like new condition"" with accessories and original box.",other,intel core i3 11th generation,4.1,GHz,notebook/laptop,,,windows,ssd,,unknown,128,gb,15.6,4,gb
dell,$160.00 ,gray,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","excellent laptops, 100% fully tested and refurbished. minor ware. see condition notes for more detailed conditions",other,undefined,,unknown,notebook/laptop,,,windows,hdd/ssd,64,gb,64,gb,15.4,,unknown
dell,$599.00 ,black,"Built-in Microphone, Bluetooth, Backlit Keyboard, Touchscreen, Built-in Webcam, Wi-Fi",Undefined,Undefined,undefined,intel,intel core i5 11th generation,2.6,GHz,notebook/laptop,1920,1080,windows,ssd,256,gb,256,gb,14,16,gb
dell,$135.00 ,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","scuffs and scratches from normal use, see photos for cosmetic condition.",other,intel core i7,2.6,GHz,notebook/laptop,,,windows,ssd,256,gb,,unknown,12.5,,unknown
lenovo,$40.00 ,black,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.","item comes as is and for parts. boots to bios, screen has been tested and functional, battery has not been tested, keyboard has been tested and is functional. body shows signs of damage on the bottom left corner of the device.",other,intel core i5-6200u,2.3,GHz,notebook/laptop,,,unknown,ssd,4,gb,,unknown,14,4,gb
hp,$800.00 ,silver,"Wi-Fi, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i7 11th generation,2.8,GHz,notebook/laptop,1920,1080,windows,ssd,4,gb,512,gb,15.6,16,gb
hp,$230.00 ,other,"Built-in Webcam,  Touchscreen",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",in good working condition. lcd assembly only - (not a full laptop).,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,15.6,,unknown
dell,$60.00 ,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",tested and found working. please read full description and check all photos carefully for better understanding of the device.,other,intel core i5 5th generation,2.3,GHz,notebook/laptop,1366,768,windows,hdd/ssd,500,gb,,tb,14,8,gb
dell,$119.00 ,black,"Webcam,  SD Slot",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","the computer has been professionally refurbished and tested. might have some scratches, blemishes, and/or small dents from normal use. note that a stock photo may be used.",other,intel core i5-6300u 2.40ghz,2.4,GHz,notebook/laptop,,,windows,ssd,,unknown,256,gb,14,8,gb
other,$400.80 ,other,"10/100 LAN Card, Webcam integrated, Wi-Fi, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i3 4th generation,3,GHz,notebook/laptop,1280,720,windows,ssd,,unknown,240,gb,13.3,,gb
dell,$260.00 ,other,"Foreign Keyboard, Multi-Touch Trackpad, Windows Hello, Wi-Fi, Wi-Fi 6, Built-in Webcam",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.","good condition | ebay refurbished grading | 1 year ebay allstate warranty | 100% factory reset | tested by in-house certified technician | professionally maintained | well packaged (brown box) | actual photos | oem ac adapter | genuine windows license. interior: light wear. exterior: top cover has light, visible scratches. bottom cover has light wear.",intel,intel core i5 11th generation,2.4,GHz,notebook/laptop,1366,768,windows,ssd,0,gb,512,gb,14,16,gb
asus,$70.10 ,other,,Undefined,Undefined,undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
asus,$219.00 ,silver,"Micro-SD Card Reader,  Headphone  Mic Combo Jack,  Bluetooth,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet,  Touchscreen,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",completely tested & refurbished by our staff | may show general wear & tear | has google play store | will include charger,other,rockchip rk3288-c,1.8,GHz,notebook/laptop,1280,800,chrome,ssd,0,gb,16,gb,10.1,4,gb
lenovo,$149.00 ,gray,"Bluetooth, Built-in Webcam, Wi-Fi, 10/100 LAN Card",Undefined,Undefined,undefined,amd,amd a6-9220e,1.6,GHz,notebook/laptop,1366,768,windows,emmc,64,gb,64,gb,14,4,gb
lenovo,$129.00 ,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Optical Drive, Widescreen Display, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i3 7th generation,2.4,GHz,notebook/laptop,1366,768,windows,ssd,64,gb,180,gb,15.6,4,gb
other,$275.20 ,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,$320.80 ,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,120,gb,14,,gb
dell,$406.20 ,other,"SIM slots, Touchscreen, Touch ID, Bluetooth, Webcam integrated, Wi-Fi, Player SD",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,1.99,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,480,gb,10.8,,gb
dell,$462.80 ,other,"10/100 LAN Card, Wi-Fi, SD Card Reader, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,960,gb,14,,gb
lenovo,$446.20 ,other,"Touch ID,  10/100 LAN Card,  Wi-Fi,  Backlit Keyboard,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.8,GHz,notebook/laptop,1920,1080,windows,unknown,,unknown,960,gb,14,,gb
samsung,$66.44 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$82.44 ,other,,Undefined,Undefined,undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$154.50 ,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$326.20 ,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
lenovo,$726.50 ,other,"Webcam integrated,  Wi-Fi,  Bluetooth",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i5 ​​12th generation,4,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,256,gb,15.6,,gb
other,$336.80 ,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,"$2,722.00 ",other,"Touch ID, 10/100 LAN Card, Shockproof, Bluetooth, Webcam integrated, Wi-Fi",Seller refurbished,"The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller's listing for full details.",undefined,intel,inter core i7 8550u,1.8,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,4,tb,14,,gb
other,$6.51 ,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$85.20 ,other,,Undefined,Undefined,undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$117.40 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$21.60 ,other,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,intel pentium,,unknown,other,,,unknown,unknown,,unknown,,unknown,14,,unknown
other,$316.50 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel core i5 11th generation,,unknown,notebook/laptop,,,windows,ssd,256,gb,256,gb,13.3,8,gb
other,$130.20 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
acer,$32.40 ,other,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,intel core 2 duo,,unknown,other,,,unknown,unknown,,unknown,,unknown,17.3,,unknown
other,$58.50 ,other,,Undefined,Undefined,undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,$85.70 ,other,,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
